id,category,title,author,facicle,year,start_page,end_page,pdf_link
ANU-M-1977-10015300170,Sociología y Economía,"Burocracia, tecnocracia, ideología",Luis Legaz Lacambra,1,1977,00153,00170,abrir_pdf.php?id=ANU-M-1977-10015300170
ANU-M-1977-10017100188,Sociología y Economía,El derecho humanista y los derechos humanos,Antonio Perpiñá Rodríguez,1,1977,00171,00188,abrir_pdf.php?id=ANU-M-1977-10017100188
ANU-M-1977-10018900219,Sociología y Economía,La batalla del desarrollo,Mariano Navarro Rubio,1,1977,00189,00219,abrir_pdf.php?id=ANU-M-1977-10018900219
ANU-M-1977-10022100255,Sociología y Economía,Consideraciones sobre la reforma del sindicalismo español,Manuel Alonso Olea,1,1977,00221,00255,abrir_pdf.php?id=ANU-M-1977-10022100255
ANU-M-1977-10025900276,Figuras Académicas,"Ser, vida y muerte del Excmo. Sr. don Alvaro López Núñez",Luis Jordana de Pozas,1,1977,00259,00276,abrir_pdf.php?id=ANU-M-1977-10025900276
ANU-M-1977-10027700288,Figuras Académicas,Don Luis Olariaga y Pujana. 1885-1976,José Castañeda Chornet,1,1977,00277,00288,abrir_pdf.php?id=ANU-M-1977-10027700288
ANU-M-1977-10029300337,Vida Académica,Premio de concurso: La inflación y la empresa,Francisco Úbeda Abad,1,1977,00293,00337,abrir_pdf.php?id=ANU-M-1977-10029300337
ANU-M-1977-10033900344,Vida Académica,Premio de concurso: La gastronomía y las ciencias morales y políticas, José María de Areilza y Martínez Rodas,1,1977,00339,00344,abrir_pdf.php?id=ANU-M-1977-10033900344
ANU-M-1977-10034700350,Vida Académica,Homenaje a la antigüedad académica,RACMYP,1,1977,00347,00350,abrir_pdf.php?id=ANU-M-1977-10034700350
ANU-M-1977-10035300356,Vida Académica,Crónica del curso 1975-1976,RACMYP,1,1977,00353,00356,abrir_pdf.php?id=ANU-M-1977-10035300356
ANU-M-1978-10000900024,Filosofía,Educación universitaria y «numerus clausus»,Angel González Álvarez,1,1978,00009,00024,abrir_pdf.php?id=ANU-M-1978-10000900024
ANU-M-1978-10002700046,Política,La actualización de los derechos humanos, José María de Areilza y Martínez Rodas,1,1978,00027,00046,abrir_pdf.php?id=ANU-M-1978-10002700046
ANU-M-1978-10004700067,Política,Las encrucijadas de los derechos humanos,Carlos Ruiz del Castillo,1,1978,00047,00067,abrir_pdf.php?id=ANU-M-1978-10004700067
ANU-M-1978-10006900102,Política,Los derechos humanos desde la persona,José Ignacio Alcorta,1,1978,00069,00102,abrir_pdf.php?id=ANU-M-1978-10006900102
ANU-M-1978-10010300113,Política,Un modelo presidencialista,Gonzalo Fernández De La Mora,1,1978,00103,00113,abrir_pdf.php?id=ANU-M-1978-10010300113
ANU-M-1978-10011500125,Política,"La Constitución de 1978, a vista de ponente",Manuel Fraga Iribarne,1,1978,00115,00125,abrir_pdf.php?id=ANU-M-1978-10011500125
ANU-M-1978-10012700160,Política,Perfil político de la Comunidad Europea,Luis Sánchez Agesta,1,1978,00127,00160,abrir_pdf.php?id=ANU-M-1978-10012700160
ANU-M-1978-10016300190,Sociología y Economía,La reforma de la empresa en la actualización de los derechos humanos,Alberto Martín Artajo,1,1978,00163,00190,abrir_pdf.php?id=ANU-M-1978-10016300190
ANU-M-1978-10019100215,Sociología y Economía,Las fuentes del derecho del trabajo en la Constitución,Manuel Alonso Olea,1,1978,00191,00215,abrir_pdf.php?id=ANU-M-1978-10019100215
ANU-M-1978-10021700234,Sociología y Economía,La neutralidad científica de la Sociología,Antonio Perpiñá Rodríguez,1,1978,00217,00234,abrir_pdf.php?id=ANU-M-1978-10021700234
ANU-M-1978-10023700284,Figuras Académicas,Para una semblanza del Conde de los Andes,Eugenio Vegas Latapie,1,1978,00237,00284,abrir_pdf.php?id=ANU-M-1978-10023700284
ANU-M-1978-10028700307,Vida Académica,a) Junta pública inaugural del curso 1976-77,Angel González Álvarez,1,1978,00287,00307,abrir_pdf.php?id=ANU-M-1978-10028700307
ANU-M-1978-10030900313,Vida Académica,b) Crónica del curso 1976-77,RACMYP,1,1978,00309,00313,abrir_pdf.php?id=ANU-M-1978-10030900313
ANU-M-1978-10031700323,Vida Académica,a) Junta pública inaugural del curso 1977-78,Mariano Navarro Rubio,1,1978,00317,00323,abrir_pdf.php?id=ANU-M-1978-10031700323
ANU-M-1978-10032500328,Vida Académica,b) Crónica del curso 1977-78,RACMYP,1,1978,00325,00328,abrir_pdf.php?id=ANU-M-1978-10032500328
ANU-M-1978-10033100333,Vida Académica,Homenaje a la antigüedad académica,RACMYP,1,1978,00331,00333,abrir_pdf.php?id=ANU-M-1978-10033100333
ANU-M-1979-10000900012,Necrológicas,Don Salvador de Madariaga,Alfonso García Valdecasas,1,1979,00009,00012,abrir_pdf.php?id=ANU-M-1979-10000900012
ANU-M-1979-10001300016,Necrológicas,Sesión necrológica por el fallecimiento del Excmo. Sr. D. José Gamón Aznar,Alfonso García Valdecasas,1,1979,00013,00016,abrir_pdf.php?id=ANU-M-1979-10001300016
ANU-M-1979-10001700019,Necrológicas,Sesión necrológica por el fallecimiento del Excmo. Sr. D. Alberto Martín Artajo,Alfonso García Valdecasas,1,1979,00017,00019,abrir_pdf.php?id=ANU-M-1979-10001700019
ANU-M-1979-10002300041,Filosofía,Noticia de los dos últimos cónclaves,Marcelo González Martín,1,1979,00023,00041,abrir_pdf.php?id=ANU-M-1979-10002300041
ANU-M-1979-10004300055,Filosofía,Nota crítica a la declaración conciliar sobre la libertad religiosa,Leopoldo-Eulogio Palacios,1,1979,00043,00055,abrir_pdf.php?id=ANU-M-1979-10004300055
ANU-M-1979-10005700117,Filosofía,In memoriam: el paulismo de Pablo VI,José Ignacio Alcorta,1,1979,00057,00117,abrir_pdf.php?id=ANU-M-1979-10005700117
ANU-M-1979-10012100136,Política,La función de gobierno en la Constitución de 1978,Luis Sánchez Agesta,1,1979,00121,00136,abrir_pdf.php?id=ANU-M-1979-10012100136
ANU-M-1979-10013700155,Política,La Constitución en el Senado (enmiendas sin consenso),Carlos Ollero Gómez,1,1979,00137,00155,abrir_pdf.php?id=ANU-M-1979-10013700155
ANU-M-1979-10015700182,Política,La defensa en el proceso constitucional,Manuel Díez Alegría,1,1979,00157,00182,abrir_pdf.php?id=ANU-M-1979-10015700182
ANU-M-1979-10018300202,Política,"La Constitución como norma, como decisión y como orden concreto",Antonio Perpiñá Rodríguez,1,1979,00183,00202,abrir_pdf.php?id=ANU-M-1979-10018300202
ANU-M-1979-10020300231,Política,El Consejo de Estado en la Constitución,Luis Jordana de Pozas,1,1979,00203,00231,abrir_pdf.php?id=ANU-M-1979-10020300231
ANU-M-1979-10023300246,Política,Las tres Europas, José María de Areilza y Martínez Rodas,1,1979,00233,00246,abrir_pdf.php?id=ANU-M-1979-10023300246
ANU-M-1979-10024700279,Política,La crisis del parlamentarismo,Gonzalo Fernández De La Mora,1,1979,00247,00279,abrir_pdf.php?id=ANU-M-1979-10024700279
ANU-M-1979-10028300304,Sociología y Economía,La Administración ante las transformaciones económicas y sociales contemporáneas,Laureano López Rodó,1,1979,00283,00304,abrir_pdf.php?id=ANU-M-1979-10028300304
ANU-M-1979-10030500319,Sociología y Economía,El centenario del Partido Socialista Obrero Español,Juan Velarde Fuertes,1,1979,00305,00319,abrir_pdf.php?id=ANU-M-1979-10030500319
ANU-M-1979-10032100325,Sociología y Economía,Economía y foralismo en la España del antiguo régimen,Carmelo Viñas y Mey,1,1979,00321,00325,abrir_pdf.php?id=ANU-M-1979-10032100325
ANU-M-1979-10032900339,Vida Académica,Crónica del curso 1978-1979,RACMYP,1,1979,00329,00339,abrir_pdf.php?id=ANU-M-1979-10032900339
ANU-M-1980-10000700008,Necrológicas,Fallecimiento del profesor Legaz,RACMYP,1,1980,00007,00008,abrir_pdf.php?id=ANU-M-1980-10000700008
ANU-M-1980-10001100029,Filosofía Social,Ideas sobre el progreso,Carlos Ruiz del Castillo,1,1980,00011,00029,abrir_pdf.php?id=ANU-M-1980-10001100029
ANU-M-1980-10003100055,Filosofía Social,Progreso progresivo y progreso regresivo,Antonio Perpiñá Rodríguez,1,1980,00031,00055,abrir_pdf.php?id=ANU-M-1980-10003100055
ANU-M-1980-10005900082,Política y Derecho,La crisis del Estado Constitucional,Manuel Fraga Iribarne,1,1980,00059,00082,abrir_pdf.php?id=ANU-M-1980-10005900082
ANU-M-1980-10008300100,Política y Derecho,El decoro político,Gonzalo Fernández De La Mora,1,1980,00083,00100,abrir_pdf.php?id=ANU-M-1980-10008300100
ANU-M-1980-10010100147,Política y Derecho,La regulación constitucional del proceso autonómico,Laureano López Rodó,1,1980,00101,00147,abrir_pdf.php?id=ANU-M-1980-10010100147
ANU-M-1980-10014900202,Política y Derecho,Requisitos de los actos administrativos,José Antonio García Trevijano,1,1980,00149,00202,abrir_pdf.php?id=ANU-M-1980-10014900202
ANU-M-1980-10020500236,Sociología y Economía,Progreso biológico y relaciones de trabajo,Manuel Alonso Olea,1,1980,00205,00236,abrir_pdf.php?id=ANU-M-1980-10020500236
ANU-M-1980-10023700260,Sociología y Economía,El tema del progreso material en Castilla,Juan Velarde Fuertes,1,1980,00237,00260,abrir_pdf.php?id=ANU-M-1980-10023700260
ANU-M-1980-10026100285,Sociología y Economía,La sociedad catalana en la España de los Austrias,Carmelo Viñas y Mey,1,1980,00261,00285,abrir_pdf.php?id=ANU-M-1980-10026100285
ANU-M-1980-10028900297,Vida Académica,Crónica del curso 1979-1980,RACMYP,1,1980,00289,00297,abrir_pdf.php?id=ANU-M-1980-10028900297
ANU-M-1981-10000700011,Necrológicas,«In memoriam» García-Trevijano,Luis Jordana de Pozas,1,1981,00007,00011,abrir_pdf.php?id=ANU-M-1981-10000700011
ANU-M-1981-10001300017,Necrológicas,«ln memoriam» Marcelo Caetano,Laureano López Rodó,1,1981,00013,00017,abrir_pdf.php?id=ANU-M-1981-10001300017
ANU-M-1981-10002100028,Teología y Filosofía,La Mística cristiana en sus caracteres generales,José Ignacio Alcorta,1,1981,00021,00028,abrir_pdf.php?id=ANU-M-1981-10002100028
ANU-M-1981-10002900060,Teología y Filosofía,El progreso de la inteligencia: evolución biológica y desarrollo cultural,Mariano Yela Granizo,1,1981,00029,00060,abrir_pdf.php?id=ANU-M-1981-10002900060
ANU-M-1981-10006300102,Política y Derecho,Política exterior y de defensa en la España de los años ochenta (1),Manuel Fraga Iribarne,1,1981,00063,00102,abrir_pdf.php?id=ANU-M-1981-10006300102
ANU-M-1981-10010300139,Política y Derecho,"Realidad de las regiones, de «las nacionalidades» y de los afanes autonómicos",Antonio Perpiñá Rodríguez,1,1981,00103,00139,abrir_pdf.php?id=ANU-M-1981-10010300139
ANU-M-1981-10014100156,Política y Derecho,Algunas reflexiones sobre el proceso autonómico,Laureano López Rodó,1,1981,00141,00156,abrir_pdf.php?id=ANU-M-1981-10014100156
ANU-M-1981-10015700179,Política y Derecho,Los principios materiales de la autonomía en la Constitución española de 1978,Luis Sánchez Agesta,1,1981,00157,00179,abrir_pdf.php?id=ANU-M-1981-10015700179
ANU-M-1981-10018100188,Política y Derecho,La emoción hispánica: Fr. Francisco de Vitoria,Augusto Barcia,1,1981,00181,00188,abrir_pdf.php?id=ANU-M-1981-10018100188
ANU-M-1981-10019100214,Sociología y Economía,La situación de la economía española en la hora de las autonomías,Enrique Fuentes Quintana,1,1981,00191,00214,abrir_pdf.php?id=ANU-M-1981-10019100214
ANU-M-1981-10021500237,Sociología y Economía,La Constitución de 1978 y la homogeneidad económica de España,Juan Velarde Fuertes,1,1981,00215,00237,abrir_pdf.php?id=ANU-M-1981-10021500237
ANU-M-1981-10023900266,Sociología y Economía,Bosquejo para una sociología egipcia,Manuel Díez Alegría,1,1981,00239,00266,abrir_pdf.php?id=ANU-M-1981-10023900266
ANU-M-1981-10026700287,Sociología y Economía,Perspectivas de la economía mexicana ante al auge del petróleo,Víctor L. Urquidi,1,1981,00267,00287,abrir_pdf.php?id=ANU-M-1981-10026700287
ANU-M-1981-10028900318,Sociología y Economía,Consideraciones que me sugieren las últimas sesiones de la Academia dedicadas al proceso económico,José María de Oriol y Urquijo,1,1981,00289,00318,abrir_pdf.php?id=ANU-M-1981-10028900318
ANU-M-1981-10031900339,Sociología y Economía,Algunos factores estructurales de la movilización regional en Europa,Salustiano del Campo Urbano,1,1981,00319,00339,abrir_pdf.php?id=ANU-M-1981-10031900339
ANU-M-1981-10034300349,Vida Académica,Informe de la Academia sobre el Proyecto de Ley de Autonomía Universitaria,RACMYP,1,1981,00343,00349,abrir_pdf.php?id=ANU-M-1981-10034300349
ANU-M-1981-10035100361,Vida Académica,Crónica del curso 1980-1981,RACMYP,1,1981,00351,00361,abrir_pdf.php?id=ANU-M-1981-10035100361
ANU-M-1982-10000700010,Necrológicas,«In memoriam» de Leopoldo Eulogio Palacios,RACMYP,1,1982,00007,00010,abrir_pdf.php?id=ANU-M-1982-10000700010
ANU-M-1982-10001100019,Necrológicas,Nota de urgencia sobre aspectos literarios de Valentín Andrés Álvarez,Juan Velarde Fuertes,1,1982,00011,00019,abrir_pdf.php?id=ANU-M-1982-10001100019
ANU-M-1982-10002300056,Filosofía,La humanización del trabajo: perspectivas psicológicas,Mariano Yela Granizo,1,1982,00023,00056,abrir_pdf.php?id=ANU-M-1982-10002300056
ANU-M-1982-10005700083,Filosofía,La investigación científica y su relación con la Real Academia de Ciencias Morales y Políticas,Víctor García Hoz,1,1982,00057,00083,abrir_pdf.php?id=ANU-M-1982-10005700083
ANU-M-1982-10008500101,Filosofía,Leopoldo Eulogio Palacios ante el humanismo de la nueva cristiandad,Angel González Álvarez,1,1982,00085,00101,abrir_pdf.php?id=ANU-M-1982-10008500101
